0,19,1.00
1,19,1.00
2,19,0.70
3,19,0.50
4,17,0.40
5,14,0.20
6,17,0.40
7,11,0.20
8,16,0.20
9,16,0.20
10,17,0.20
11,17,0.30
12,16,0.30
13,14,0.20
14,11,0.20
15,13,0.20
16,10,0.30
17,10,0.20
18,8,0.30
19,7,0.20
20,0,0.20
21,0,0.10
22,0,0.10
23,7,0.30
24,7,0.30
25,12,0.30
26,12,0.30
27,13,0.20
28,11,0.20
29,8,0.30
30,8,0.20
31,9,0.30
32,12,0.30
33,0,0.20
34,6,0.20
35,11,0.20
36,7,0.20
37,12,0.20
38,12,0.20
39,9,0.30
40,10,0.20
41,10,0.20
42,7,0.30
43,10,0.20
44,8,0.30
45,6,0.30
46,9,0.30
47,6,0.20
48,6,0.40
49,5,0.20
50,3,0.20
51,0,0.20
52,0,0.20
53,2,0.20
54,0,0.20
55,6,0.30
56,2,0.20
57,0,0.20
58,2,0.20
59,11,0.20
60,0,0.10
61,8,0.20
62,14,0.20
63,0,0.20
64,2,0.20
65,0,0.20
66,14,0.20
67,0,0.10
68,1,0.20
69,16,0.20
70,1,0.20
71,0,0.20
72,0,0.20
73,17,0.20
74,13,0.10
75,13,0.30
76,11,0.20
77,0,0.20
78,0,0.30
79,10,0.20
80,6,0.20
81,10,0.30
82,14,0.20
83,4,0.30
84,11,0.20
85,8,0.20
86,9,0.20
87,9,0.20
88,4,0.20
89,0,0.10
90,0,0.20
91,0,0.20
92,0,0.30
93,0,0.20
94,1,0.30
95,0,0.30
96,0,0.20
97,3,0.30
98,5,0.40
99,1,0.20
100,3,0.30
101,0,0.20
102,0,0.10
103,8,0.40
104,7,0.30
105,6,0.20
106,10,0.20
107,5,0.20
108,4,0.20
109,10,0.20
110,3,0.20
111,10,0.20
112,3,0.30
113,0,0.20
114,2,0.20
115,1,0.30
116,0,0.40
117,0,0.40
118,0,0.40
119,0,0.30
120,0,0.40
121,2,0.30
122,2,0.30
123,0,0.30
124,3,0.30
125,7,0.30
126,3,0.30
127,3,0.30
128,3,0.30
129,4,0.20
130,4,0.30
131,3,0.30
132,4,0.30
133,0,0.30
134,6,0.30
135,0,0.30
136,0,0.30
137,0,0.30
138,2,0.20
139,0,0.30
140,0,0.20
141,0,0.20
142,3,0.30
143,0,0.30
144,0,0.20
145,0,0.30
146,0,0.40
147,0,0.30
148,0,0.30
149,0,0.30
150,2,0.20
151,0,0.30
152,11,0.20
153,0,0.20
154,11,0.20
155,3,0.20
156,1,0.20
157,0,0.50
158,4,0.40
159,0,0.30
160,0,0.10
161,2,0.20
162,0,0.20
163,0,0.20
164,3,0.30
165,1,0.20
166,0,0.20
