0,19,1.00
1,19,1.00
2,19,0.80
3,19,0.40
4,16,0.40
5,16,0.30
6,16,0.30
7,17,0.30
8,17,0.30
9,14,0.30
10,13,0.20
11,18,0.40
12,15,0.20
13,16,0.20
14,16,0.30
15,14,0.20
16,10,0.20
17,13,0.20
18,19,0.30
19,16,0.20
20,14,0.20
21,14,0.50
22,14,0.40
23,12,0.20
24,13,0.40
25,15,0.30
26,13,0.20
27,15,0.30
28,15,0.20
29,18,0.40
30,17,0.20
31,16,0.30
32,17,0.30
33,14,0.20
34,13,0.20
35,13,0.20
36,10,0.20
37,10,0.20
38,14,0.20
39,11,0.20
40,0,0.10
41,10,0.20
42,5,0.20
43,14,0.20
44,10,0.10
45,17,0.40
46,15,0.20
47,10,0.20
48,15,0.30
49,14,0.30
50,12,0.20
51,18,0.20
52,16,0.20
53,14,0.20
54,13,0.30
55,10,0.20
56,9,0.20
57,6,0.20
58,11,0.30
59,0,0.10
60,0,0.20
61,9,0.30
62,6,0.40
63,11,0.20
64,8,0.20
65,15,0.20
66,4,0.30
67,17,0.20
68,11,0.20
69,14,0.20
70,0,0.30
71,14,0.20
72,6,0.20
73,12,0.20
74,17,0.20
75,2,0.20
76,16,0.20
77,9,0.20
78,0,0.10
79,18,0.20
80,12,0.20
81,10,0.20
82,14,0.30
83,13,0.20
84,13,0.20
85,14,0.30
86,16,0.20
87,13,0.30
88,14,0.20
89,5,0.20
90,13,0.20
91,7,0.30
92,10,0.20
93,9,0.30
94,0,0.20
95,0,0.20
96,0,0.20
97,0,0.30
98,7,0.20
99,1,0.20
100,3,0.20
101,3,0.20
102,4,0.20
103,0,0.20
104,0,0.20
105,11,0.30
106,14,0.20
107,0,0.20
108,11,0.20
109,0,0.20
110,0,0.20
111,0,0.20
112,0,0.20
113,0,0.20
114,15,0.30
115,14,0.30
116,0,0.40
117,0,0.20
118,1,0.20
119,0,0.30
120,0,0.30
121,0,0.30
122,0,0.30
123,0,0.30
124,9,0.30
125,9,0.30
126,0,0.20
127,0,0.20
128,0,0.30
129,0,0.30
130,0,0.30
131,0,0.30
132,0,0.30
133,0,0.40
134,0,0.40
135,0,0.30
136,0,0.30
137,0,0.30
138,0,0.30
139,0,0.40
140,0,0.40
141,0,0.30
142,0,0.40
143,0,0.40
144,0,0.30
145,0,0.30
146,0,0.40
147,0,0.40
148,0,0.30
149,0,0.40
150,0,0.40
151,0,0.30
152,0,0.30
153,0,0.30
154,0,0.30
155,0,0.30
156,0,0.30
157,0,0.30
158,0,0.30
159,0,0.30
160,0,0.40
161,0,0.40
162,0,0.30
163,0,0.40
164,0,0.30
165,0,0.40
166,0,0.50
