0,19,1.00
1,19,0.90
2,19,0.70
3,18,0.40
4,18,0.50
5,17,0.30
6,14,0.30
7,10,0.20
8,17,0.30
9,18,0.40
10,15,0.30
11,14,0.30
12,14,0.20
13,13,0.20
14,18,0.20
15,15,0.20
16,14,0.20
17,10,0.20
18,9,0.30
19,16,0.30
20,16,0.20
21,18,0.40
22,17,0.20
23,14,0.40
24,16,0.30
25,17,0.30
26,17,0.40
27,11,0.20
28,14,0.20
29,10,0.20
30,11,0.20
31,16,0.40
32,9,0.20
33,10,0.30
34,12,0.20
35,16,0.20
36,18,0.30
37,17,0.20
38,10,0.20
39,14,0.20
40,13,0.20
41,11,0.30
42,10,0.20
43,12,0.20
44,17,0.40
45,18,0.30
46,14,0.20
47,17,0.40
48,13,0.30
49,14,0.20
50,11,0.20
51,11,0.20
52,12,0.20
53,12,0.20
54,17,0.30
55,12,0.30
56,16,0.30
57,15,0.20
58,17,0.20
59,17,0.20
60,11,0.20
61,11,0.40
62,14,0.20
63,14,0.20
64,12,0.20
65,16,0.30
66,13,0.20
67,13,0.30
68,14,0.30
69,14,0.30
70,19,0.20
71,17,0.30
72,13,0.20
73,15,0.30
74,15,0.30
75,16,0.20
76,16,0.40
77,15,0.30
78,17,0.40
79,15,0.40
80,17,0.20
81,15,0.20
82,15,0.20
83,17,0.30
84,15,0.20
85,11,0.20
86,12,0.20
87,15,0.30
88,17,0.30
89,16,0.40
90,18,0.30
91,14,0.30
92,18,0.40
93,16,0.20
94,17,0.40
95,17,0.30
96,15,0.20
97,13,0.30
98,12,0.20
99,17,0.40
100,15,0.40
101,12,0.40
102,16,0.30
103,18,0.20
104,12,0.30
105,16,0.20
106,18,0.30
107,14,0.30
108,14,0.20
109,14,0.30
110,15,0.20
111,17,0.40
112,16,0.30
113,17,0.30
114,12,0.20
115,13,0.30
116,14,0.30
117,15,0.30
118,18,0.30
119,17,0.30
120,15,0.30
121,10,0.10
122,13,0.20
123,15,0.20
124,17,0.30
125,14,0.20
126,16,0.30
127,15,0.20
128,14,0.30
129,16,0.30
130,17,0.20
131,15,0.20
132,15,0.20
133,11,0.20
134,15,0.20
135,16,0.30
136,16,0.20
137,14,0.20
138,10,0.20
139,13,0.20
140,10,0.20
141,10,0.20
142,11,0.20
143,12,0.20
144,11,0.10
145,7,0.20
146,11,0.20
147,10,0.20
148,12,0.20
149,13,0.30
150,13,0.30
151,13,0.20
152,14,0.20
153,13,0.20
154,14,0.30
155,15,0.20
156,15,0.30
157,15,0.20
158,17,0.20
159,13,0.30
160,16,0.30
161,9,0.30
162,11,0.30
163,11,0.20
164,13,0.30
165,15,0.30
166,13,0.20
167,12,0.20
168,17,0.40
169,14,0.30
170,10,0.20
171,16,0.30
172,13,0.20
173,11,0.20
174,15,0.30
175,10,0.20
176,13,0.30
177,10,0.30
178,11,0.20
179,12,0.10
180,13,0.20
181,15,0.30
182,17,0.20
183,13,0.20
184,12,0.20
185,11,0.20
186,17,0.20
187,11,0.20
188,15,0.20
189,11,0.30
190,16,0.40
191,11,0.20
192,11,0.20
193,13,0.20
194,11,0.30
195,10,0.10
196,18,0.30
197,6,0.20
198,11,0.20
199,16,0.30
200,14,0.20
201,17,0.30
202,13,0.50
203,13,0.20
204,11,0.20
