0,19,1.00
1,19,1.00
2,19,0.80
3,19,0.60
4,19,0.50
5,19,0.40
6,18,0.30
7,15,0.20
8,14,0.30
9,15,0.40
10,15,0.20
11,17,0.30
12,14,0.30
13,17,0.30
14,17,0.30
15,14,0.20
16,16,0.30
17,15,0.30
18,15,0.30
19,13,0.20
20,15,0.30
21,14,0.30
22,16,0.20
23,16,0.30
24,16,0.30
25,9,0.20
26,12,0.20
27,13,0.20
28,16,0.30
29,15,0.40
30,18,0.30
31,16,0.20
32,16,0.30
33,11,0.20
34,14,0.20
35,14,0.40
36,11,0.30
37,13,0.20
38,19,0.20
39,18,0.20
40,16,0.20
41,15,0.20
42,10,0.20
43,19,0.30
44,18,0.30
45,13,0.20
46,16,0.20
47,13,0.20
48,13,0.30
49,16,0.30
50,18,0.20
51,16,0.30
52,12,0.20
53,14,0.30
54,10,0.20
55,12,0.40
56,16,0.30
57,11,0.20
58,12,0.20
59,18,0.20
60,11,0.20
61,9,0.20
62,12,0.30
63,0,0.20
64,11,0.20
65,12,0.20
66,10,0.20
67,0,0.10
68,10,0.20
69,4,0.20
70,11,0.20
71,11,0.20
72,14,0.30
73,9,0.30
74,15,0.30
75,12,0.20
76,14,0.30
77,9,0.30
78,12,0.20
79,10,0.20
80,16,0.20
81,15,0.30
82,10,0.30
83,14,0.20
84,10,0.20
85,14,0.20
86,14,0.30
87,14,0.30
88,17,0.20
89,16,0.30
90,16,0.30
91,18,0.20
92,12,0.20
93,11,0.20
94,11,0.20
95,12,0.20
96,10,0.20
97,6,0.20
98,10,0.20
99,13,0.20
100,15,0.20
101,16,0.30
102,10,0.20
103,11,0.20
104,15,0.20
105,13,0.20
106,16,0.20
107,10,0.30
108,11,0.30
109,10,0.20
110,18,0.20
111,10,0.20
112,13,0.20
113,11,0.20
114,10,0.20
115,17,0.20
116,16,0.20
117,15,0.20
118,15,0.40
119,12,0.20
120,13,0.20
121,10,0.20
122,11,0.40
123,13,0.30
124,12,0.20
125,14,0.20
126,13,0.30
127,17,0.30
128,13,0.20
129,13,0.20
130,10,0.20
131,12,0.30
132,13,0.30
133,12,0.20
134,12,0.20
135,15,0.40
136,12,0.20
137,17,0.20
138,16,0.30
139,15,0.20
140,13,0.20
141,13,0.20
142,18,0.30
143,17,0.30
144,16,0.20
145,16,0.20
146,18,0.20
147,15,0.30
148,14,0.20
149,16,0.30
150,11,0.10
151,10,0.20
152,13,0.20
153,11,0.20
154,10,0.30
155,9,0.20
156,15,0.20
157,14,0.40
158,13,0.20
159,10,0.20
160,14,0.20
161,14,0.30
162,15,0.20
163,11,0.20
164,10,0.20
165,10,0.20
166,13,0.20
