0,19,1.00
1,19,1.00
2,19,0.90
3,19,0.70
4,19,0.60
5,18,0.40
6,18,0.40
7,17,0.40
8,16,0.30
9,17,0.30
10,18,0.40
11,17,0.30
12,18,0.30
13,18,0.40
14,18,0.50
15,18,0.50
16,18,0.40
17,18,0.50
18,17,0.50
19,14,0.20
20,18,0.30
21,14,0.20
22,18,0.30
23,17,0.30
24,13,0.20
25,17,0.20
26,17,0.30
27,13,0.20
28,12,0.20
29,13,0.20
30,12,0.20
31,12,0.20
32,13,0.20
33,17,0.30
34,15,0.30
35,15,0.30
36,17,0.30
37,17,0.30
38,16,0.30
39,15,0.30
40,15,0.20
41,16,0.40
42,14,0.20
43,16,0.20
44,16,0.20
45,18,0.30
46,17,0.30
47,15,0.20
48,19,0.30
49,15,0.30
50,17,0.30
51,17,0.30
52,19,0.30
53,18,0.30
54,19,0.30
55,19,0.30
56,17,0.40
57,16,0.30
58,17,0.30
59,17,0.60
60,17,0.30
61,13,0.40
62,17,0.40
63,17,0.50
64,17,0.50
65,17,0.30
66,16,0.20
67,17,0.30
68,17,0.30
69,18,0.30
70,17,0.60
71,17,0.40
72,17,0.30
73,17,0.40
74,16,0.30
75,16,0.50
76,19,0.30
77,17,0.30
78,18,0.30
79,17,0.30
80,15,0.20
81,12,0.30
82,15,0.40
83,17,0.30
84,17,0.40
85,17,0.30
86,17,0.40
87,17,0.40
88,17,0.30
89,16,0.30
90,16,0.30
91,19,0.30
92,18,0.30
93,16,0.30
94,15,0.40
95,17,0.30
96,13,0.20
97,11,0.20
98,15,0.20
99,11,0.20
100,17,0.30
101,14,0.20
102,17,0.40
103,19,0.30
104,19,0.40
105,16,0.20
106,13,0.30
107,17,0.30
108,10,0.10
109,16,0.20
110,16,0.20
111,18,0.30
112,18,0.40
113,17,0.40
114,16,0.30
115,17,0.40
116,16,0.30
117,15,0.30
118,18,0.30
119,17,0.30
120,14,0.30
121,11,0.20
122,16,0.40
123,17,0.20
124,17,0.30
125,15,0.40
126,18,0.30
127,17,0.30
128,17,0.40
129,16,0.30
130,17,0.40
131,17,0.40
132,18,0.30
133,14,0.20
134,17,0.40
135,17,0.40
136,18,0.40
137,17,0.30
138,16,0.30
139,15,0.30
140,16,0.20
141,12,0.20
142,15,0.20
143,17,0.30
144,18,0.40
145,17,0.30
146,11,0.20
147,15,0.30
148,18,0.30
149,13,0.30
150,13,0.20
151,15,0.30
152,17,0.60
153,15,0.30
154,17,0.30
155,17,0.30
156,13,0.20
157,13,0.20
158,13,0.20
159,14,0.30
160,10,0.20
161,14,0.30
162,18,0.30
163,18,0.30
164,16,0.20
165,11,0.20
166,18,0.30
