0,19,1.00
1,19,1.00
2,19,1.00
3,19,0.70
4,19,0.60
5,18,0.50
6,17,0.30
7,17,0.40
8,17,0.60
9,17,0.30
10,16,0.30
11,16,0.50
12,16,0.30
13,18,0.30
14,16,0.30
15,15,0.30
16,18,0.30
17,12,0.20
18,15,0.20
19,13,0.30
20,14,0.30
21,16,0.20
22,15,0.30
23,12,0.30
24,12,0.30
25,11,0.30
26,17,0.20
27,17,0.20
28,7,0.20
29,17,0.20
30,11,0.20
31,11,0.20
32,10,0.20
33,10,0.10
34,13,0.20
35,17,0.20
36,12,0.20
37,11,0.20
38,17,0.20
39,10,0.20
40,10,0.20
41,7,0.20
42,15,0.20
43,11,0.20
44,10,0.20
45,12,0.20
46,10,0.20
47,11,0.20
48,12,0.20
49,12,0.20
50,18,0.20
51,15,0.20
52,14,0.20
53,12,0.20
54,11,0.20
55,13,0.20
56,12,0.10
57,17,0.20
58,16,0.40
59,16,0.30
60,12,0.20
61,14,0.20
62,2,0.30
63,14,0.20
64,10,0.30
65,12,0.20
66,11,0.30
67,15,0.20
68,15,0.40
69,14,0.20
70,14,0.20
71,12,0.20
72,11,0.20
73,16,0.20
74,15,0.30
75,12,0.30
76,11,0.10
77,12,0.20
78,13,0.20
79,12,0.20
80,8,0.30
81,7,0.20
82,8,0.30
83,15,0.20
84,6,0.30
85,5,0.30
86,5,0.20
87,1,0.20
88,0,0.10
89,11,0.20
90,8,0.20
91,8,0.30
92,5,0.20
93,11,0.20
94,0,0.20
95,16,0.20
96,15,0.30
97,7,0.30
98,0,0.10
99,0,0.20
100,12,0.20
101,2,0.30
102,10,0.20
103,0,0.20
104,15,0.30
105,7,0.20
106,10,0.20
107,10,0.20
108,3,0.20
109,14,0.20
110,0,0.20
111,0,0.30
112,0,0.20
113,7,0.20
114,2,0.20
115,3,0.30
116,3,0.20
117,2,0.30
118,5,0.30
119,14,0.20
120,12,0.20
121,10,0.20
122,10,0.20
123,7,0.20
124,11,0.20
125,2,0.30
126,6,0.30
127,5,0.30
128,5,0.40
129,4,0.20
130,4,0.20
131,13,0.20
132,6,0.30
133,4,0.20
134,3,0.20
135,3,0.20
136,6,0.30
137,10,0.20
138,11,0.20
139,9,0.40
140,7,0.30
141,7,0.30
142,11,0.10
143,11,0.20
144,0,0.20
145,13,0.30
146,9,0.20
147,12,0.30
148,10,0.20
149,11,0.20
150,10,0.40
151,15,0.30
152,0,0.10
153,0,0.20
154,0,0.20
155,0,0.20
156,0,0.20
157,12,0.20
158,0,0.20
159,14,0.20
160,0,0.20
161,3,0.20
162,12,0.30
163,12,0.20
164,13,0.30
165,13,0.20
166,11,0.20
